pokemon_id,move_id,pokemon_move_method_id,level
237,370,1,36
237,68,1,40
237,283,1,44
238,1,1,1
238,122,1,1
238,181,1,4
238,383,1,8
238,93,1,12
238,343,1,16
238,47,1,20
238,313,1,24
238,8,1,28
238,94,1,32
238,186,1,36
238,212,1,40
238,195,1,44
238,59,1,48
239,43,1,1
239,98,1,1
239,84,1,4
239,268,1,8
239,129,1,12
239,351,1,16
239,86,1,20
239,103,1,24
239,9,1,28
239,435,1,32
239,67,1,36
239,85,1,40
239,113,1,44
239,87,1,48
240,43,1,1
240,123,1,1
240,52,1,4
240,108,1,8
240,499,1,12
240,172,1,16
240,109,1,20
240,184,1,24
240,7,1,28
240,436,1,32
240,67,1,36
240,53,1,40
240,241,1,44
240,126,1,48
241,33,1,1
241,45,1,1
241,205,1,5
241,111,1,10
241,23,1,15
241,215,1,20
241,29,1,25
241,428,1,30
241,208,1,35
241,34,1,40
241,583,1,45
241,204,1,50
241,667,1,55
242,111,1,1
242,186,1,1
242,204,1,1
242,343,1,1
242,383,1,1
242,574,1,1
242,876,1,1
242,39,1,4
242,497,1,8
242,791,1,12
242,47,1,16
242,374,1,20
242,36,1,24
242,505,1,28
242,270,1,32
242,113,1,36
242,38,1,40
242,135,1,44
242,387,1,48
242,361,1,52
243,43,1,1
243,84,1,1
243,98,1,1
243,245,1,1
243,268,1,1
243,209,1,6
243,44,1,12
243,347,1,18
243,46,1,24
243,422,1,30
243,336,1,36
243,242,1,42
243,326,1,48
243,435,1,54
243,115,1,60
243,240,1,66
243,87,1,72
243,192,1,78
244,23,1,1
244,43,1,1
244,52,1,1
244,108,1,1
244,221,1,1
244,245,1,1
244,172,1,6
244,44,1,12
244,347,1,18
244,46,1,24
244,424,1,30
244,184,1,36
244,242,1,42
244,326,1,48
244,436,1,54
244,207,1,60
244,241,1,66
244,126,1,72
244,284,1,78
245,16,1,1
245,43,1,1
245,54,1,1
245,55,1,1
245,245,1,1
245,329,1,1
245,352,1,6
245,44,1,12
245,347,1,18
245,46,1,24
245,423,1,30
245,366,1,36
245,242,1,42
245,326,1,48
245,57,1,54
245,243,1,60
245,240,1,66
245,56,1,72
245,59,1,78
246,33,1,1
246,43,1,1
246,88,1,3
246,371,1,6
246,44,1,9
246,184,1,12
246,157,1,15
246,707,1,18
246,103,1,21
246,479,1,24
246,242,1,27
246,89,1,31
246,444,1,33
246,37,1,36
246,201,1,39
246,63,1,42
247,33,1,1
247,43,1,1
247,88,1,1
247,371,1,1
247,44,1,9
247,184,1,12
247,157,1,15
247,707,1,18
247,103,1,21
247,479,1,24
247,242,1,27
247,89,1,33
247,444,1,37
247,37,1,42
247,201,1,47
247,63,1,52
248,33,1,1
248,43,1,1
248,88,1,1
248,334,1,1
248,371,1,1
248,399,1,1
248,422,1,1
248,423,1,1
248,424,1,1
248,44,1,9
248,184,1,12
248,157,1,15
248,707,1,18
248,103,1,21
248,479,1,24
248,242,1,27
248,89,1,33
248,444,1,37
248,37,1,42
248,201,1,47
248,63,1,52
248,416,1,59
249,16,1,1
249,18,1,1
249,246,1,1
249,311,1,1
249,407,1,1
249,54,1,9
249,219,1,18
249,347,1,27
249,326,1,36
249,105,1,45
249,177,1,54
249,240,1,63
249,56,1,72
249,248,1,81
249,143,1,90
250,16,1,1
250,18,1,1
250,246,1,1
250,311,1,1
250,791,1,9
250,219,1,18
250,347,1,27
250,326,1,36
250,105,1,45
250,221,1,54
250,241,1,63
250,126,1,72
250,248,1,81
250,143,1,90
250,682,1,99
251,93,1,1
251,215,1,1
251,345,1,10
251,226,1,20
251,246,1,30
251,791,1,40
251,73,1,50
251,105,1,60
251,248,1,70
251,361,1,80
251,437,1,90
251,195,1,100
252,1,1,1
252,43,1,1
252,670,1,3
252,98,1,6
252,72,1,9
252,197,1,12
252,501,1,15
252,372,1,18
252,202,1,21
252,21,1,24
252,104,1,27
252,412,1,30
252,103,1,33
252,283,1,36
252,437,1,39
253,1,1,1
253,43,1,1
253,98,1,1
253,206,1,1
253,210,1,1
253,404,1,1
253,412,1,1
253,670,1,1
253,72,1,9
253,197,1,12
253,501,1,15
253,372,1,20
253,202,1,25
253,21,1,30
253,104,1,35
253,348,1,40
253,103,1,45
253,283,1,50
253,437,1,55
254,1,1,1
254,43,1,1
254,98,1,1
254,206,1,1
254,210,1,1
254,404,1,1
254,412,1,1
254,530,1,1
254,670,1,1
254,72,1,5
254,197,1,12
254,501,1,15
254,372,1,20
254,202,1,25
254,21,1,30
254,104,1,35
254,348,1,42
254,103,1,49
254,283,1,56
254,437,1,63
255,10,1,1
255,45,1,1
255,52,1,3
255,98,1,6
255,488,1,9
255,197,1,12
255,28,1,15
255,332,1,18
255,163,1,21
255,340,1,24
255,116,1,27
255,53,1,30
255,297,1,33
255,179,1,36
255,394,1,39
256,10,1,1
256,24,1,1
256,45,1,1
256,52,1,1
256,53,1,1
256,98,1,1
256,297,1,1
256,488,1,9
256,197,1,12
256,28,1,15
256,332,1,20
256,163,1,25
256,340,1,30
256,116,1,35
256,299,1,40
256,339,1,45
256,179,1,50
256,394,1,55
257,7,1,1
257,10,1,1
257,24,1,1
257,45,1,1
257,52,1,1
257,53,1,1
257,98,1,1
257,297,1,1
257,413,1,1
257,488,1,9
257,197,1,12
257,28,1,15
257,332,1,20
257,163,1,25
257,340,1,30
257,116,1,35
257,299,1,42
257,339,1,49
257,179,1,56
257,394,1,63
258,33,1,1
258,45,1,1
258,55,1,3
258,249,1,6
258,88,1,9
258,182,1,12
258,48,1,15
258,352,1,18
258,157,1,21
258,36,1,24
258,133,1,27
258,57,1,30
258,103,1,33
258,283,1,36
258,56,1,39
259,33,1,1
259,45,1,1
259,55,1,1
259,57,1,1
259,89,1,1
259,249,1,1
259,341,1,1
259,88,1,9
259,182,1,12
259,48,1,15
259,352,1,20
259,157,1,25
259,36,1,30
259,133,1,35
259,330,1,40
259,103,1,45
259,283,1,50
259,56,1,55
260,33,1,1
260,45,1,1
260,55,1,1
260,57,1,1
260,89,1,1
260,249,1,1
260,341,1,1
260,359,1,1
260,88,1,9
260,182,1,12
260,48,1,15
260,352,1,20
260,157,1,25
260,36,1,30
260,133,1,35
260,330,1,42
260,103,1,49
260,283,1,56
260,56,1,63
261,33,1,1
261,336,1,4
261,28,1,7
261,44,1,10
261,316,1,13
261,46,1,16
261,207,1,19
261,372,1,22
261,184,1,25
261,373,1,28
261,269,1,31
261,242,1,34
261,281,1,37
261,36,1,40
261,389,1,43
261,583,1,46
262,28,1,1
262,33,1,1
262,44,1,1
262,168,1,1
262,242,1,1
262,336,1,1
262,422,1,1
262,423,1,1
262,424,1,1
262,555,1,1
262,336,1,4
262,28,1,7
262,44,1,10
262,316,1,13
262,46,1,16
262,207,1,20
262,372,1,24
262,184,1,28
262,373,1,32
262,269,1,36
262,242,1,40
262,281,1,44
262,36,1,48
262,389,1,52
262,583,1,56
263,33,1,1
263,45,1,1
263,28,1,3
263,39,1,6
263,343,1,9
263,29,1,12
263,608,1,15
263,42,1,18
263,156,1,21
263,36,1,24
263,374,1,27
263,175,1,30
263,187,1,33
263,38,1,36
264,28,1,1
264,33,1,1
264,39,1,1
264,42,1,1
264,45,1,1
264,163,1,1
264,415,1,1
264,608,1,1
264,343,1,9
264,29,1,12
264,468,1,15
264,154,1,18
264,156,1,23
264,36,1,28
264,374,1,33
264,175,1,38
264,187,1,43
264,38,1,48
265,33,1,1
265,81,1,1
265,40,1,5
265,450,1,15
266,106,1,1
267,16,1,1
267,71,1,12
267,78,1,15
267,234,1,17
267,314,1,20
267,72,1,22
267,318,1,25
267,213,1,27
267,18,1,30
267,202,1,32
267,405,1,35
267,99,1,37
267,483,1,40
268,106,1,1
269,16,1,1
269,93,1,12
269,77,1,15
269,236,1,17
269,474,1,20
269,60,1,22
269,318,1,25
269,113,1,27
269,18,1,30
269,92,1,32
269,405,1,35
269,182,1,37
269,483,1,40
270,45,1,1
270,310,1,1
270,71,1,3
270,55,1,6
270,54,1,9
270,72,1,12
270,175,1,16
270,61,1,20
270,267,1,24
270,202,1,28
270,240,1,33
270,428,1,38
270,412,1,43
271,45,1,1
271,55,1,1
271,71,1,1
271,175,1,1
271,252,1,1
271,282,1,1
271,298,1,1
271,310,1,1
271,54,1,9
271,72,1,12
271,154,1,18
271,61,1,24
271,267,1,30
271,202,1,36
271,240,1,43
271,428,1,50
271,412,1,57
271,56,1,64
272,45,1,1
272,54,1,1
272,55,1,1
272,56,1,1
272,61,1,1
272,71,1,1
272,72,1,1
272,154,1,1
272,175,1,1
272,202,1,1
272,240,1,1
272,252,1,1
272,267,1,1
272,282,1,1
272,298,1,1
272,310,1,1
272,412,1,1
272,428,1,1
273,33,1,1
273,106,1,1
273,71,1,3
273,310,1,6
273,74,1,9
273,205,1,12
273,72,1,15
273,371,1,18
273,267,1,21
273,241,1,24
273,235,1,27
273,389,1,30
273,153,1,33
274,33,1,1
274,71,1,1
274,75,1,1
274,106,1,1
274,153,1,1
274,207,1,1
274,235,1,1
274,252,1,1
274,259,1,1
274,310,1,1
274,314,1,1
274,74,1,9
274,205,1,12
274,72,1,18
274,371,1,24
274,267,1,30
274,241,1,36
274,326,1,43
274,389,1,50
274,348,1,57
275,18,1,1
275,33,1,1
275,71,1,1
275,72,1,1
275,74,1,1
275,75,1,1
275,106,1,1
275,153,1,1
275,205,1,1
275,207,1,1
275,235,1,1
275,241,1,1
275,252,1,1
275,259,1,1
275,267,1,1
275,310,1,1
275,314,1,1
275,326,1,1
275,348,1,1
275,371,1,1
275,389,1,1
275,536,1,1
275,542,1,1
276,45,1,1
276,64,1,1
276,116,1,5
276,98,1,9
276,17,1,13
276,104,1,17
276,332,1,21
276,501,1,25
276,97,1,29
276,403,1,33
276,283,1,37
276,413,1,41
276,179,1,45
277,45,1,1
277,64,1,1
277,98,1,1
277,116,1,1
277,365,1,1
277,403,1,1
277,413,1,1
277,116,1,5
277,98,1,9
277,17,1,13
277,104,1,17
277,332,1,21
277,501,1,27
277,97,1,33
277,403,1,39
277,283,1,45
277,413,1,51
277,179,1,57
278,45,1,1
278,55,1,1
278,98,1,5
278,48,1,10
278,17,1,15
278,352,1,20
278,97,1,26
278,403,1,30
278,54,1,35
278,355,1,40
278,542,1,45
279,45,1,1
279,48,1,1
279,55,1,1
279,97,1,1
279,98,1,1
279,182,1,1
279,366,1,1
279,403,1,1
279,487,1,1
279,17,1,15
279,352,1,20
279,254,1,28
279,255,1,28
279,256,1,28
279,374,1,34
279,54,1,41
279,355,1,48
279,542,1,55
279,56,1,62
280,45,1,1
280,574,1,1
280,104,1,3
280,93,1,6
280,95,1,9
280,577,1,12
280,100,1,15
280,60,1,18
280,791,1,21
280,204,1,24
280,347,1,27
280,94,1,30
280,505,1,33
280,138,1,36
280,248,1,39
281,45,1,1
281,93,1,1
281,104,1,1
281,574,1,1
281,95,1,9
281,577,1,12
281,100,1,15
281,60,1,18
281,791,1,23
281,204,1,28
281,347,1,33
281,94,1,38
281,505,1,43
281,138,1,48
281,248,1,53
282,45,1,1
282,93,1,1
282,104,1,1
282,204,1,1
282,361,1,1
282,505,1,1
282,574,1,1
282,581,1,1
282,595,1,1
282,95,1,9
282,577,1,12
282,100,1,15
282,60,1,18
282,791,1,23
282,273,1,28
282,347,1,35
282,94,1,42
282,585,1,49
282,138,1,56
282,248,1,63
283,55,1,1
283,98,1,6
283,230,1,9
283,487,1,14
283,61,1,17
283,97,1,22
283,54,1,25
283,114,1,25
283,226,1,35
283,564,1,38
284,18,1,1
284,55,1,1
284,98,1,1
284,230,1,1
284,487,1,1
284,16,1,17
284,184,1,22
284,314,1,22
284,78,1,26
284,403,1,32
284,202,1,38
284,405,1,44
284,483,1,52
285,33,1,1
285,71,1,1
285,78,1,5
285,73,1,8
285,72,1,12
285,29,1,15
285,77,1,19
285,202,1,26
285,74,1,29
285,92,1,33
285,402,1,36
285,147,1,40
286,33,1,1
286,71,1,1
286,73,1,1
286,74,1,1
286,77,1,1
286,78,1,1
286,92,1,1
286,72,1,12
286,29,1,15
286,364,1,19
286,68,1,22
286,395,1,28
286,388,1,33
286,280,1,39
286,402,1,44
286,223,1,50
286,264,1,55
287,10,1,1
287,281,1,1
287,227,1,6
287,303,1,9
287,29,1,14
287,133,1,17
287,343,1,22
287,675,1,25
287,68,1,30
287,175,1,33
287,583,1,38
288,10,1,1
288,116,1,1
288,227,1,1
288,253,1,1
288,154,1,14
288,203,1,17
288,163,1,23
288,675,1,27
288,68,1,33
288,264,1,37
288,179,1,43
289,10,1,1
289,227,1,1
289,281,1,1
289,303,1,1
289,389,1,1
289,133,1,17
289,343,1,23
289,675,1,27
289,68,1,33
289,175,1,39
289,374,1,45
289,25,1,52
289,359,1,63
290,10,1,1
290,28,1,1
290,106,1,5
290,206,1,10
290,189,1,15
290,71,1,21
290,232,1,25
290,154,1,30
290,170,1,35
290,91,1,40
291,10,1,1
291,28,1,1
291,91,1,1
291,103,1,1
291,104,1,1
291,106,1,1
291,189,1,1
291,206,1,1
291,210,1,1
291,226,1,1
291,232,1,1
291,332,1,1
291,97,1,15
291,71,1,23
291,450,1,29
291,154,1,36
291,170,1,43
291,163,1,50
291,14,1,57
291,404,1,64
292,10,1,1
292,28,1,1
292,91,1,1
292,106,1,1
292,189,1,1
292,206,1,1
292,232,1,1
292,288,1,1
292,421,1,1
292,109,1,15
292,71,1,23
292,425,1,29
292,154,1,36
292,170,1,43
292,247,1,50
292,180,1,57
292,566,1,64
293,1,1,1
293,310,1,1
293,497,1,5
293,336,1,10
293,156,1,15
293,214,1,15
293,23,1,21
293,46,1,25
293,48,1,30
293,253,1,35
293,103,1,40
293,304,1,45
294,1,1,1
294,44,1,1
294,310,1,1
294,336,1,1
294,497,1,1
294,156,1,15
294,214,1,15
294,23,1,23
294,46,1,29
294,48,1,36
294,253,1,43
294,103,1,50
294,304,1,57
295,1,1,1
295,44,1,1
295,242,1,1
295,310,1,1
295,336,1,1
295,422,1,1
295,423,1,1
295,424,1,1
295,497,1,1
295,156,1,15
295,214,1,15
295,23,1,23
295,46,1,29
295,48,1,36
295,253,1,45
295,103,1,54
295,304,1,63
295,586,1,72
295,63,1,81
296,33,1,1
296,116,1,1
296,28,1,4
296,292,1,7
296,252,1,10
296,395,1,13
296,18,1,16
296,282,1,19
296,339,1,22
296,187,1,25
296,197,1,28
296,69,1,31
296,264,1,34
296,203,1,37
296,370,1,40
296,179,1,43
296,484,1,46
297,28,1,1
297,33,1,1
297,116,1,1
297,292,1,1
297,362,1,1
297,252,1,10
297,395,1,13
297,18,1,16
297,282,1,19
297,339,1,22
297,187,1,26
297,197,1,30
297,69,1,34
297,264,1,38
297,203,1,42
297,370,1,46
297,179,1,50
297,484,1,54
297,838,1,60
298,39,1,1
298,55,1,1
298,150,1,1
298,270,1,3
298,61,1,6
298,204,1,9
298,21,1,12
298,340,1,15
299,33,1,1
299,106,1,4
299,335,1,7
299,88,1,10
299,86,1,13
299,156,1,16
299,209,1,19
299,157,1,22
299,408,1,25
299,350,1,28
299,435,1,31
299,201,1,34
299,414,1,37
299,444,1,40
299,192,1,43
299,199,1,43
300,33,1,1
300,39,1,1
300,45,1,1
300,252,1,1
300,193,1,4
300,47,1,7
300,213,1,10
300,574,1,13
300,3,1,16
300,383,1,19
300,185,1,22
300,204,1,25
300,358,1,28
300,274,1,31
300,343,1,34
300,215,1,37
300,38,1,40
300,445,1,43
300,583,1,46
301,3,1,1
301,47,1,1
301,213,1,1
301,252,1,1
302,10,1,1
302,43,1,1
302,310,1,3
302,425,1,9
302,252,1,12
302,50,1,15
302,197,1,18
302,101,1,21
302,154,1,24
302,282,1,27
302,511,1,30
302,421,1,33
302,212,1,36
302,408,1,39
302,428,1,42
302,247,1,45
302,492,1,48
303,45,1,1
303,310,1,1
303,584,1,4
303,226,1,8
303,44,1,12
303,254,1,16
303,255,1,16
303,256,1,16
303,389,1,20
303,334,1,24
303,242,1,28
303,230,1,32
303,442,1,36
303,269,1,40
303,313,1,44
303,583,1,48
304,33,1,1
304,106,1,1
304,232,1,4
304,317,1,8
304,46,1,12
304,29,1,16
304,182,1,20
304,157,1,24
304,442,1,28
304,319,1,33
304,36,1,36
304,475,1,40
304,231,1,44
304,334,1,48
304,484,1,52
304,38,1,56
304,368,1,60
305,33,1,1
305,106,1,1
305,232,1,1
305,317,1,1
305,46,1,12
305,29,1,16
305,182,1,20
305,157,1,24
305,442,1,28
305,319,1,35
305,36,1,40
305,475,1,46
305,231,1,52
305,334,1,58
305,484,1,64
305,38,1,70
305,368,1,76
306,33,1,1
306,106,1,1
306,232,1,1
306,317,1,1
306,46,1,12
306,29,1,16
306,182,1,20
306,157,1,24
306,442,1,28
306,319,1,35
306,36,1,40
306,475,1,48
306,231,1,56
306,334,1,64
306,484,1,72
306,38,1,80
306,368,1,88
307,93,1,1
307,526,1,1
307,197,1,9
307,203,1,12
307,364,1,15
307,395,1,17
307,60,1,20
307,347,1,23
307,428,1,25
307,136,1,28
307,244,1,31
307,367,1,33
307,379,1,36
307,179,1,39
307,105,1,41
307,68,1,44
308,7,1,1
308,8,1,1
308,9,1,1
308,93,1,1
308,197,1,1
308,526,1,1
308,203,1,12
308,364,1,15
308,395,1,17
308,60,1,20
308,347,1,23
308,428,1,25
308,136,1,28
308,244,1,31
308,367,1,33
308,379,1,36
308,105,1,47
308,68,1,53
308,853,1,53
309,33,1,1
309,86,1,1
309,43,1,4
309,336,1,8
309,98,1,12
309,351,1,16
309,44,1,20
309,422,1,24
309,46,1,28
309,435,1,32
309,268,1,36
309,528,1,40
309,87,1,44
310,33,1,1
310,43,1,1
310,86,1,1
310,336,1,1
310,424,1,1
310,98,1,12
310,351,1,16
310,44,1,20
310,422,1,24
310,46,1,30
310,435,1,36
310,268,1,42
310,528,1,48
310,87,1,54
310,604,1,60
311,45,1,1
311,86,1,1
311,98,1,1
311,589,1,1
311,609,1,1
311,270,1,4
311,209,1,7
311,227,1,10
311,516,1,13
311,129,1,16
311,486,1,19
311,383,1,22
311,204,1,25
311,268,1,28
311,435,1,31
311,226,1,34
311,97,1,37
311,387,1,40
311,87,1,43
311,417,1,46
311,494,1,49
312,45,1,1
312,86,1,1
312,98,1,1
312,589,1,1
312,609,1,1
312,270,1,4
312,209,1,7
312,227,1,10
312,415,1,13
312,129,1,16
312,486,1,19
312,383,1,22
312,313,1,25
312,268,1,28
312,435,1,31
312,226,1,34
312,97,1,37
312,376,1,40
312,87,1,43
312,417,1,46
312,494,1,49
313,33,1,1
313,148,1,1
313,104,1,5
313,109,1,8
313,98,1,12
313,522,1,15
313,236,1,19
313,294,1,22
313,324,1,26
313,182,1,29
313,428,1,33
313,270,1,36
313,405,1,40
313,583,1,43
313,38,1,47
313,611,1,50
314,33,1,1
314,589,1,1
314,230,1,5
314,204,1,9
314,98,1,12
314,522,1,15
314,236,1,19
314,273,1,22
314,227,1,26
314,260,1,29
314,428,1,33
314,270,1,36
314,405,1,40
314,583,1,43
314,343,1,47
314,611,1,50
315,40,1,1
315,71,1,1
315,74,1,1
315,78,1,1
315,388,1,1
315,72,1,5
315,73,1,10
315,345,1,15
315,390,1,20
315,230,1,25
315,202,1,30
315,235,1,35
315,92,1,40
315,572,1,45
315,312,1,50
315,275,1,55
315,80,1,60
316,876,1,1
316,281,1,5
316,139,1,8
316,124,1,10
316,133,1,12
316,491,1,17
316,227,1,20
316,92,1,25
316,254,1,28
316,255,1,28
316,256,1,28
316,188,1,33
316,380,1,36
316,562,1,41
316,220,1,44
316,441,1,49
317,124,1,1
317,139,1,1
317,281,1,1
317,441,1,1
317,876,1,1
317,133,1,12
317,491,1,17
317,227,1,20
317,92,1,25
317,254,1,30
317,255,1,30
317,256,1,30
317,188,1,37
317,380,1,42
317,562,1,49
318,43,1,1
318,453,1,1
318,305,1,4
318,116,1,8
318,184,1,12
318,44,1,16
318,423,1,20
318,103,1,24
318,207,1,28
318,242,1,32
318,97,1,36
318,710,1,40
318,36,1,44
319,43,1,1
319,116,1,1
319,163,1,1
319,305,1,1
319,400,1,1
319,453,1,1
319,184,1,12
319,44,1,16
319,423,1,20
319,103,1,24
319,207,1,28
319,242,1,34
319,97,1,40
319,710,1,46
319,36,1,52
320,150,1,1
320,45,1,3
320,310,1,6
320,55,1,12
320,54,1,15
320,352,1,18
320,484,1,21
320,362,1,24
320,250,1,27
320,291,1,30
320,340,1,33
320,34,1,36
320,156,1,39
320,133,1,42
320,56,1,45
320,323,1,48
321,45,1,1
321,55,1,1
321,150,1,1
321,310,1,1
321,487,1,1
321,568,1,1
321,54,1,15
321,352,1,18
321,484,1,21
321,362,1,24
321,250,1,27
321,291,1,30
321,340,1,33
321,34,1,36
321,156,1,39
321,133,1,44
321,56,1,49
321,323,1,54
322,33,1,1
322,45,1,1
322,52,1,5
322,116,1,8
322,523,1,12
322,510,1,15
322,133,1,19
322,436,1,22
322,414,1,26
322,174,1,29
322,36,1,31
322,89,1,40
322,53,1,43
322,38,1,47
323,33,1,1
323,45,1,1
323,52,1,1
323,90,1,1
323,116,1,1
323,284,1,1
323,523,1,12
323,510,1,15
323,133,1,19
323,436,1,22
323,414,1,26
323,174,1,29
323,36,1,31
323,281,1,39
323,89,1,46
324,52,1,1
324,123,1,1
324,110,1,4
324,229,1,8
324,108,1,12
324,499,1,16
324,172,1,20
324,182,1,24
324,436,1,28
324,34,1,32
324,334,1,36
324,53,1,40
324,174,1,44
324,257,1,48
324,133,1,52
324,517,1,56
324,504,1,60
324,284,1,64
325,150,1,1
325,93,1,7
325,45,1,10
325,60,1,14
325,244,1,18
325,109,1,22
325,156,1,29
325,408,1,29
325,173,1,33
325,473,1,38
325,371,1,40
325,94,1,44
325,340,1,50
326,60,1,1
326,93,1,1
326,150,1,1
326,562,1,1
326,244,1,18
326,109,1,22
326,428,1,26
326,408,1,29
326,156,1,35
326,173,1,35
326,473,1,42
326,371,1,46
326,94,1,52
326,340,1,60
327,33,1,1
327,383,1,5
327,185,1,10
327,60,1,14
327,95,1,19
327,146,1,23
327,389,1,28
327,298,1,32
327,253,1,37
327,244,1,41
327,38,1,46
327,175,1,50
327,37,1,55
328,28,1,1
328,310,1,1
328,673,1,4
328,44,1,8
328,189,1,12
328,328,1,16
328,523,1,20
328,91,1,24
328,242,1,28
328,201,1,32
328,414,1,36
328,89,1,40
328,276,1,44
328,90,1,48
329,28,1,1
329,44,1,1
329,48,1,1
329,90,1,1
329,91,1,1
329,225,1,1
329,242,1,1
329,276,1,1
329,310,1,1
329,523,1,1
329,673,1,1
329,189,1,12
329,328,1,16
329,525,1,20
329,103,1,24
329,405,1,28
329,201,1,32
329,414,1,38
329,89,1,44
329,253,1,50
329,407,1,56
329,586,1,62
330,28,1,1
330,44,1,1
330,48,1,1
330,90,1,1
330,91,1,1
330,225,1,1
330,242,1,1
330,276,1,1
330,310,1,1
330,337,1,1
330,349,1,1
330,364,1,1
330,523,1,1
330,673,1,1
330,189,1,12
330,328,1,16
330,525,1,20
330,103,1,24
330,405,1,28
330,201,1,32
330,414,1,38
330,89,1,44
330,253,1,52
330,407,1,60
330,586,1,68
331,40,1,1
331,43,1,1
331,71,1,4
331,74,1,7
331,73,1,10
331,28,1,13
331,331,1,16
331,681,1,19
331,275,1,22
331,371,1,26
331,191,1,30
331,389,1,34
331,42,1,38
331,412,1,42
331,178,1,46
331,201,1,50
331,194,1,54
332,40,1,1
332,43,1,1
332,71,1,1
332,74,1,1
332,194,1,1
332,73,1,10
332,28,1,13
332,331,1,16
332,681,1,19
332,275,1,22
332,371,1,26
332,191,1,30
332,389,1,35
332,42,1,38
332,412,1,44
332,178,1,49
332,201,1,54
333,45,1,1
333,64,1,1
333,574,1,4
333,54,1,8
333,31,1,12
333,496,1,16
333,225,1,20
333,219,1,24
333,47,1,28
333,538,1,32
333,36,1,36
333,585,1,40
333,195,1,44
334,45,1,1
334,54,1,1
334,64,1,1
334,365,1,1
334,574,1,1
334,31,1,12
334,496,1,16
334,225,1,20
334,219,1,24
334,47,1,28
334,538,1,32
334,36,1,38
334,585,1,44
334,195,1,50
334,143,1,56
335,10,1,1
335,43,1,1
335,98,1,5
335,210,1,8
335,232,1,12
335,468,1,15
335,163,1,19
335,681,1,22
335,306,1,26
335,206,1,29
335,415,1,33
335,197,1,36
335,404,1,40
335,269,1,43
335,14,1,47
335,370,1,50
336,35,1,1
336,207,1,1
336,44,1,4
336,122,1,6
336,342,1,9
336,364,1,11
336,103,1,14
336,137,1,19
336,305,1,21
336,474,1,24
336,380,1,29
336,398,1,31
336,114,1,34
336,242,1,39
336,562,1,41
336,489,1,44
336,188,1,46
337,33,1,1
337,88,1,1
337,93,1,1
337,106,1,1
337,236,1,1
337,585,1,1
337,95,1,5
337,397,1,10
337,157,1,15
337,473,1,20
337,322,1,25
337,94,1,30
337,444,1,35
337,248,1,40
337,478,1,45
337,153,1,50
338,33,1,1
338,88,1,1
338,93,1,1
338,106,1,1
338,234,1,1
338,394,1,1
338,95,1,5
338,397,1,10
338,157,1,15
338,428,1,20
338,322,1,25
338,94,1,30
338,444,1,35
338,76,1,40
338,472,1,45
338,153,1,50
339,55,1,1
339,189,1,1
339,156,1,6
339,173,1,6
339,352,1,12
339,133,1,18
339,401,1,24
339,330,1,31
339,89,1,36
339,248,1,42
339,90,1,48
340,55,1,1
340,156,1,1
340,173,1,1
340,189,1,1
340,321,1,1
340,428,1,1
340,562,1,1
340,352,1,12
340,133,1,18
340,401,1,24
340,330,1,33
340,89,1,40
340,248,1,48
340,90,1,56
341,55,1,1
341,106,1,1
341,43,1,4
341,269,1,8
341,61,1,12
341,282,1,16
341,458,1,20
341,182,1,24
341,400,1,28
341,534,1,32
341,14,1,36
341,242,1,40
341,152,1,44
341,283,1,48
341,12,1,52
342,43,1,1
342,55,1,1
342,106,1,1
342,129,1,1
342,269,1,1
342,61,1,12
342,282,1,16
342,458,1,20
342,182,1,24
342,400,1,28
342,534,1,34
342,14,1,40
342,242,1,46
342,152,1,52
342,283,1,58
342,12,1,64
343,106,1,1
343,189,1,1
343,229,1,3
343,93,1,6
343,317,1,9
343,379,1,12
343,60,1,15
343,246,1,18
343,286,1,21
343,322,1,24
343,326,1,27
343,414,1,30
343,120,1,33
343,470,1,36
343,471,1,36
343,201,1,39
343,153,1,42
344,63,1,1
344,93,1,1
344,100,1,1
344,106,1,1
344,189,1,1
344,229,1,1
344,317,1,9
344,379,1,12
344,60,1,15
344,246,1,18
344,286,1,21
344,322,1,24
344,326,1,27
344,414,1,30
344,120,1,33
344,470,1,38
344,471,1,38
344,201,1,43
344,153,1,48
345,35,1,1
345,310,1,1
345,51,1,4
345,109,1,8
345,275,1,12
345,246,1,16
345,72,1,20
345,362,1,24
345,133,1,28
345,380,1,32
345,202,1,36
345,254,1,41
345,255,1,41
345,256,1,41
345,412,1,44
346,35,1,1
346,51,1,1
346,73,1,1
346,109,1,1
346,310,1,1
346,275,1,12
346,246,1,16
346,72,1,20
346,362,1,24
346,133,1,28
346,380,1,32
346,202,1,36
346,254,1,43
346,255,1,43
346,256,1,43
346,412,1,48
347,106,1,1
347,210,1,1
347,55,1,4
347,479,1,8
347,232,1,12
347,246,1,16
347,450,1,20
347,362,1,24
347,163,1,28
347,306,1,32
347,350,1,36
347,182,1,41
347,404,1,44
348,55,1,1
348,106,1,1
348,210,1,1
348,479,1,1
348,232,1,12
348,246,1,16
348,450,1,20
348,362,1,24
348,163,1,28
348,306,1,32
348,350,1,36
348,182,1,43
348,404,1,48
349,150,1,1
349,33,1,15
349,175,1,25
350,33,1,1
350,35,1,1
350,55,1,1
350,150,1,1
350,175,1,1
350,352,1,1
350,574,1,4
350,239,1,8
350,392,1,12
350,213,1,16
350,791,1,20
350,525,1,24
350,105,1,28
350,401,1,32
350,219,1,36
350,57,1,40
350,240,1,44
350,489,1,48
